"Name","id","Phone","Email","Website/Social Media","Neighborhood","Category","Pod","Latitude","Longitude","Address","Zip Code","Status","Special Accommodation Hours","Pickup Offered","Delivery Offered","Hours","Last Updated","Created time","Last Modified by","Source","Delivery/Pickup Notes","Admin Notes","Donate","Sub-Category","Outdoor Space","Indoor Seating","Type of Closing","SNAP/EBT"
"Samoobslugowa",328,,,,"Greenpoint","Laundromat","8",40.726878,-73.946741,"184 Norman Avenue, Brooklyn NY","11222","Open",,,,"Daily: 8am-8pm
","2020-05-14T17:59:36.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location",,"Google claims they are permanently closed, but the business is very much open.
",,,,,,
"Sander's Bakery",329,"(718) 387-7411",,"https://sanders-bakery.business.site/","South Williamsburg","Restaurant","36",40.703295,-73.956891,"159 Lee Ave, Brooklyn, NY 11211","11211",,,,,,"2020-05-02T04:16:10.000Z","2020-05-01T04:24:18.000Z",,,,,,"Bakery",,,,
"Santa Maria Pharmacy",330,"(718) 388-0745",,,"South Williamsburg","Pharmacy","26",40.711804,-73.957573,"255 S 2nd St, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Mon-Sat: 9am-6pm
","2020-05-07T19:08:17.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Sauvage",331,"718-486-6816",,"https://www.instagram.com/sauvage_nyc/","Greenpoint","Restaurant","12",40.723513,-73.951928,"905 Lorimer St.","11222","Closed",,"No","No","
","2020-08-25T22:39:51.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram Running List (@mazzycici)","
","
",,"French,American",,,"Permanent: Covid",
"Scalino",332,"718-389-8600",,"https://scalinogpny.com/","Greenpoint","Restaurant","12",40.724482,-73.951489,"659 Manhattan Ave.","11222","Open",,"Yes","Yes","Sun-Thurs: 12pm-10pm / Fri-Sat: 12pm-11pm
","2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Delivery via Grubhub, Seamless and ChowNow
",,,"Italian",,,,
"Screamers Pizzeria",333,"(347) 844-9412",,"https://www.instagram.com/screamerspizzeria/","Greenpoint","Restaurant","12",40.72362,-73.9504,"620 Manhattan Ave.","11222","Open",,"Yes","No","Mon-Fri: 4pm-9pm / Sat-Sun: 2pm-9pm
","2020-05-28T20:37:53.000Z","2020-05-03T18:32:40.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location",,,,"Pizzeria,Vegan,Vegetarian",,,,
"Segedin Discount Hardware",334,"718-963-3563",,,"South Williamsburg","Hardware Store","33",40.702731,-73.956255,"179 Lee Avenue, Brooklyn NY","11211","No Answer",,,,,"2020-05-01T16:59:53.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Settepani Bakery",335,"(718) 349-6524",,"https://www.instagram.com/settepani_bakery/","North Williamsburg","Bakery","17",40.715066,-73.949248,"602 Lorimer St, Brooklyn, NY ","11211","Open",,"Yes","Yes","Wed-Sat: 9am-5pm
","2020-08-25T23:35:07.000Z","2020-05-01T04:36:38.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,,,,,
"Shanghai Lee",336,"718-349-6716",,,"Greenpoint","Restaurant","4",40.731804,-73.958127,"157 Franklin street","11222","Open",,"Yes","Yes","Daily: 11:30am-11pm
","2020-05-07T19:08:50.000Z","2020-04-29T01:01:15.000Z",,"North Brooklyn Neighbors",,"Takeout & delivery
",,"Chinese",,,,
"She Wolf Bakery ",337,"N/A",,"http://www.shewolfbakery.com/","Greenpoint","Bakery","5",40.732477,-73.950634,"224 India Street, Brooklyn NY","11222","Open",,"Yes","No",,"2020-05-13T20:31:28.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Website (COVID-19 specific)","Pre-order and pickup at Achilles' Heel Thursdays 12pm-2pm. Or purchase at McCarren Park Farmers Market on Saturdays, Stranger Wines, Mekelburgs, Archestratus (pre-order only). See website for weekly pickup hours.
",,,,,,,
"Shimon's Pharmacy",338,"(718) 384-0234",,,"South Williamsburg","Pharmacy","29",40.704499,-73.958292,"115 Lee Ave, Brooklyn, NY 11211","11211","Closed",,,,,"2020-05-01T23:09:12.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,"Temporary",
"Shop Fair Supermarket (Met Foodmarket)",339,"(718) 218-7858",,,"South Williamsburg","Grocery Store","29",40.707486,-73.954442,"385 Broadway, Brooklyn, NY 11211","11211","Open",,"No","Yes","Daily: 7am-8pm
","2020-10-15T17:58:46.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Groceries will be delivered only if shopping is done in person.
",,,"Supermarket",,,,
"Silk Road Cycles",340,"718-389-2222",,"https://silkroadcycles.net/covid-19; https://www.instagram.com/silkroadcycles/","Greenpoint","Bike Shops","7",40.727218,-73.956859,"76 Franklin Street, Brooklyn, NY 11222","11222","Open",,,,"Tues-Sat: 12pm-6pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,"Instagram",,,,,,,,
"Sisto Pharmacy",341,"(718) 387-2665",,,"South Williamsburg","Pharmacy","25",40.71132,-73.945144,"682 Grand St, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Mon-Fri: 9:30am-5pm / Sat: 10am-3pm / Sun: Closed 
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Skinny Dennis",342,"(212) 555-1212",,"https://www.instagram.com/skinnydennis/","South Williamsburg","Bar","27",40.715866,-73.962181,"152 Metropolitan Avenue","11211","Open",,"Yes","No","Mon-Thurs: 2pm-12am/Fri-Sun: 12pm-12am
","2020-10-12T23:55:39.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Business Instagram","Side Note: Download a virtual Zoom background of the bar & donate - <https://www.virtualcheers.org/>
","Donation Link Last Checked 9/7/20 AR
","https://www.gofundme.com/f/support-your-local-staff",,"Sidewalk Seating,Street Seating","Yes",,
"South 2nd Pharmacy",343,"(718) 599-5991",,,"South Williamsburg","Pharmacy","26",40.711222,-73.957999,"168 Havemeyer St, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Mon-Fri: 9am-4:30pm / Sat: 9am-2pm / Sun: Closed 
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Southside Pharmacy",344,"(718) 782-7200","is@southsidedrugs.com","https://www.southsidedrugs.com/","South Williamsburg","Pharmacy","28",40.709107,-73.964386,"432 Bedford Ave, Brooklyn, NY 11249","11249","Open",,"Yes","Yes","Sun-Thurs: 10am-7pm / Fri: 10am-3pm / Sat: Closed 
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Spritzenhaus",345,"347-987-4632",,"https://www.instagram.com/spritzenhaus33/","Greenpoint","Bar","12",40.723303,-73.953041,"33 Nassau Ave.","11222","Open",,"Yes","No",,"2020-06-30T17:02:49.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,,"Sidewalk Seating",,,
"St. Agrestis",346,"973-598-5746",,"https://www.instagram.com/st_agrestis/","Greenpoint","Bar","3",40.735983,-73.950916,"233 Eagle St., Brooklyn, NY 11222","11222","Open",,"No","Yes",,"2020-05-22T20:17:38.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram/Website","Deliveries available in Brooklyn, Manhattan and Queens M-W-F. Order online or call. Every delivery comes with a FREE bottle of sanitizer made in house: <https://greenhookgin.com/deliveries/>
","
",,,,,,
"St. Anselm",347,"718-384-5054",,"https://www.instagram.com/stanselmrestaurant/","North Williamsburg","Restaurant","17",40.714278,-73.956043,"355 Metropolitan Ave.","11211","Open",,"Yes","Yes","Weds-Sun: 5-9pm
","2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram/Location","Pick up beginning at 5pm. Fewer items available by delivery through Caviar, Grub hub & Seamless.
",,,"Steakhouse",,,,
"Steinberg's Bakery",348,"(718) 222-2944",,,"South Williamsburg","Bakery","36",40.7003,-73.956991,"701 Bedford Ave, Brooklyn, NY 11206","11206",,,,,,"2020-05-13T20:43:17.000Z","2020-05-01T04:28:56.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Stella di Sicilia Bakery",349,"(718) 417-1849",,,"East Williamsburg","Bakery","21",40.70782,-73.940346,"217 Montrose Ave, Brooklyn, NY ","11206",,,,,,"2020-05-13T20:43:12.000Z","2020-05-01T04:27:33.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Stellar Hardware and Bath ",350,"718-383-4444",,"https://stellarhardwareandbath.com AND https://www.instagram.com/stellar_hardware_bath/","Greenpoint","Hardware Store","2",40.73552,-73.955405,"1079 Manhattan Ave. Brooklyn NY","11222","No Answer",,,,,"2020-05-01T17:01:11.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Steve's Food Market",351,"(718) 383-1780",,,"Greenpoint","Restaurant","12",40.723996,-73.949547,"104 Nassau Ave.","11222","Open",,"Yes","No","Daily: 11am-8pm
","2020-05-07T17:44:52.000Z","2020-04-29T01:01:15.000Z",,"St Nicks","FREE Hot soup of the day all day, and other items for pickup.
","
",,"Butcher Shop,Grocery Store",,,,
"Stuart Slater Pharmacy",352,"(718) 387-2764",,,"South Williamsburg","Pharmacy","29",40.70594,-73.959809,"63 Lee Ave, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Sun-Thurs: 10am-8pm / Fri: 10am-4pm / Sat: Closed
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Sun and Air",353,"718.388.1669",,"http://www.sunandair.nyc/","South Williamsburg","Bike Shops","28",40.711517,-73.96154,"788 Driggs Avenue, Brooklyn, NY 11211","11211","Open",,,,"Mon-Fri: 12pm-6pm / Sat-Sun: 11am-6pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,"Site/Instagram",,,,,,,,
"Sun Win Inc. ",354,"718-302-1190",,,"East Williamsburg","Hardware Store","20",40.711049,-73.943535,"256 Graham Avenue, Brooklyn NY ","11211","No Answer",,,,,"2020-05-01T17:01:55.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Sunday In Brooklyn",355,"347-222-6722",,"https://www.instagram.com/sundayinbrooklyn/","South Williamsburg","Restaurant","27",40.714152,-73.965364,"348 Wythe Ave.","11249","Open",,"Yes","No","Sat-Sun: 10am-2pm
","2020-07-16T23:25:06.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Pre-order brunch online: <https://www.exploretock.com/sundayinbrooklyn/> + pickup and delivery via Caviar.
",,,"American","Sidewalk Seating",,,
"Sunshine Laundromat",356,"718-475-2055","pinball@sunshinelaundromat.com","https://sunshinelaundromat.com/","Greenpoint","Laundromat","6",40.729308,-73.953607,"860 Manhattan Ave., Brooklyn, NY 11222","11222","Open",,,,"Daily: 8am-8pm
","2020-05-28T16:40:32.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,"Open as a laundromat, but bar currently closed
",,"Bar",,,,
"Susan Laundromat (aka Sue-Lee)",357,"N/A",,,"Greenpoint","Laundromat","11",40.725651,-73.941825,"244 Nassau Avenue, Brooklyn NY","11222","Open",,,,"Daily: 8am-8pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,"Location",,,,,,,,
"Sweetleaf Coffee",358,"347-987-3732",,"https://www.instagram.com/sweetleafnyc/","Greenpoint","Coffee Shop","2",40.734562,-73.955368,"159 Freeman Street","11222","Open",,"Yes","No","Daily: 8am-6pm
","2020-08-05T01:04:48.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,,,,,
"Syrena Bakery",359,"(718) 349-0560",,"http://www.syrenabakery.com/home.html","Greenpoint","Bakery","8",40.72755,-73.945475,"207 Norman Avenue, Brooklyn NY 11222","11222","Open",,"Yes",,"Mon-Fri: 6am-6pm / Sat: 6am-5pm / Sun: Closed
","2020-05-13T20:43:23.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location",,,,,,,,
"Teddy's Bar & Grill",360,"718-384-9787","info@teddys.nyc","https://www.instagram.com/teddysnyc/","North Williamsburg","Bar","14",40.719376,-73.958486,"96 Berry Street","11249","Open",,"Yes","Yes","Tues-Thurs: 3pm-10pm/Fri-Sun: 12pm-10pm
","2020-08-25T23:44:52.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
","Donation Link Last Checked 9/7/20 AR
","https://www.gofundme.com/f/financial-assistance-for-teddy039s-staff","Restaurant,American","Sidewalk Seating,Street Seating",,,
"Temkin's ",361,"929-397-0330",,"https://www.instagram.com/temkinsnyc/","Greenpoint","Bar","6",40.730455,-73.953569,"155 Greenpoint Ave","11222","Open",,"Yes","No","Daily: 2pm-12am
","2020-10-03T21:29:08.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","
",,,,"Backyard/Open Space,Casual Chairs","Yes",,
"The Blue Stove",362,"(718) 766-7419",,"https://www.instagram.com/thebluestove/","East Williamsburg","Bakery","16",40.717448,-73.945108,"415 Graham Ave, Brooklyn, NY ","11211","Open",,"Yes",,"Thu-Tues: 10am-4pm
","2020-06-08T18:21:58.000Z","2020-05-01T04:34:23.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,"Coffee Shop",,,,
"The Breakers",363,"(718) 384-8900","thebreakersbk@gmail.com","https://www.instagram.com/thebreakersbk/","North Williamsburg","Bar","16",40.717396,-73.949252,"307 Meeker Ave., Brooklyn, NY 11211","11211","Closed",,,,,"2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Donation Link Last Checked 6/29/20
","https://www.gofundme.com/f/the-breakers-staff-relief-fund",,,,"Temporary",
"The Commodore",364,"718-218-7632",,"https://www.instagram.com/thecommodorebar/","South Williamsburg","Bar","26",40.713898,-73.9558,"366 Metropolitan Avenue","11211","Open",,"Yes","Yes","Daily: 1pm-12am
","2020-10-14T20:01:09.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Delivery via Caviar/Call for takeout.
","
",,"Restaurant,American","Backyard/Open Space,Sidewalk Seating,Street Seating","No",,
"The Daily Feed Deli",365,"(718) 599-8866","None","None","North Williamsburg","Grocery Store","14",40.716367,-73.962207,"135 Metropolitan Ave, Brooklyn, NY 11211","11211","Open",,"Yes","Yes",,"2020-05-22T20:11:15.000Z","2020-05-01T21:19:28.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Pick up or order on delivery.com
",,,,,,,
"The Dog Institute",366,"347-276-0882","info@thedoginstitute.com","https://www.thedoginstitute.com/","South Williamsburg","Other","17",40.714823,-73.95639,"125 Roebling Street","11211","Open",,,,,"2020-10-05T19:13:19.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Website","Virtual dog training services
","
",,,,,,
"The Drift",367,"718-504-7776","party@thedriftbrooklyn.com","https://www.instagram.com/thedriftbrooklyn/","Greenpoint","Bar","10",40.721526,-73.942479,"579 Meeker Ave #5056, Brooklyn, NY 11211","11211","Open",,"Yes","No","Sat-Sun: 12pm-8pm
","2020-05-27T19:40:19.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Instagram",,"
",,"Restaurant,American",,,,
"The Gutter",368,"(718) 387-3585","gutterbar@gmail.com","https://www.instagram.com/gutterbar/?hl=en","North Williamsburg","Bar","12",40.722688,-73.955604,"200 North 14th Street","11249","Open",,"Yes","No","Mon-Thurs: 4pm-11pm/Fri: 2pm-11pm/Sat-Sun: 12pm-11pm
","2020-10-14T19:00:15.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Must be 21+ even if only bowling.
","Donation Link Last Checked 9/7/20 AR
","https://www.gofundme.com/f/donations-for-gutter-williamsburg-staff","Bowling","Street Seating","Yes",,
"The Laundry on Graham",369,"718-389-2554",,,"North Williamsburg","Laundromat","16",40.717636,-73.945159,"423 Graham Ave., Brooklyn, NY 11211","11211",,,,,"Daily: 7:30am-10pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"The Levee",370,"718-218-8787","beerboozepooldogs@gmail.com","https://www.instagram.com/theleveebk/","North Williamsburg","Bar","14",40.716339,-73.961699,"212 Berry Street, Brooklyn, NY 11249","11249","Open",,"Yes","No","Daily: 12pm-10pm
","2020-08-25T23:47:19.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Purchase a quarantine t-shirt: <https://www.bonfire.com/store/theleveebk/> or download a virtual Zoom background of the bar and donate: <https://www.virtualcheers.org/>
","Donation link last checked 9/7/20
","https://www.bonfire.com/store/theleveebk/ proceeds go directly to staff or Venmo @TheLevee-Staff ",,"Street Seating",,,
"The Meatball Shop",371,"718-551-0520",,"https://www.instagram.com/meatballers/","North Williamsburg","Restaurant","15",40.718242,-73.957533,"170 Bedford Ave., Brooklyn, NY 11249","11249",,,,,,"2020-06-29T19:28:29.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Donate on Gofundme to give a sandwich to a healthcare worker. Order online for pickup or delivery - <https://www.themeatballshop.com/order-online/>
","Donation Link Last Checked 6/29/20
","https://www.gofundme.com/f/Meatball-heroes-for-heroes","Italian",,,,
"The Modern Chemist - DOMINO",372,"(718) 599-4830",,"https://www.instagram.com/themodernchemistbk/?hl=en","South Williamsburg","Pharmacy","27",40.713431,-73.966624,"40 S 3rd St, Brooklyn, NY 11249","11249","Open",,,,"Mon-Sat: 10am-6pm / Sun: Closed 
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"The Palace",373,"718-383-3476","thegreenpointpalaceevents@gmail.com","https://www.instagram.com/thegreenpointpalace/","Greenpoint","Bar","10",40.725434,-73.944623,"206 Nassau Ave., Brooklyn, NY 11222","11222","Open",,"Yes","No","Tues-Sun: 2pm-8pm
","2020-10-07T21:42:58.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
","Donation link last checked 9/7/20; Sat seemed to be open later so check with business -AR 9/19/20
","https://www.gofundme.com/f/ke4xf-the-palace","Restaurant,American","Street Seating,Sidewalk Seating",,,
"The Richardson",374,"718-389-0839","jlk@therichardsonnyc.com","https://www.instagram.com/therichardsonnyc/","North Williamsburg","Bar","16",40.718885,-73.945352,"451 Graham Ave., Brooklyn, NY 11222","11222","Open",,"Yes","No","Fri-Sun: 1pm-6pm
","2020-05-14T17:47:18.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Order online and schedule a pickup time or stop by. <https://app.upserve.com/s/the-richardson-brooklyn>
","
",,"Cheese Shop",,,,
"The Rosemont",375,"(347) 987-3101","None","https://www.instagram.com/therosemontnyc/?hl=en","South Williamsburg","Bar","30",40.707119,-73.947434,"63 Montrose Avenue, Brooklyn, NY 11206","11206","Open",,"Yes","No","Tues-Fri: 3pm-11pm/Sat-Sun: 12pm-11pm
","2020-08-25T23:50:26.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Donation link last checked 9/7/20
","https://www.gofundme.com/f/the-rosemont-staff-needs-your-help",,"Backyard/Open Space",,,
"The Screen Door",376,"929-283-5818",,"https://www.instagram.com/thescreendoorbrooklyn/","Greenpoint","Restaurant","11",40.722904,-73.9443,"145 Driggs Avenue","11222","Open",,"Yes","No","Thurs-Tues: 2pm-8pm
","2020-10-18T16:15:50.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","
","Closing Nov 2020 for winter to reopen in Spring. Check back for dates. -Ari 10/18/20
",,"Ice Cream Parlor",,"No",,
"The Springs",377,"(347) 227-7114","hello@thesprings-bk.com","https://www.thesprings-bk.com/","Greenpoint","Bar","2",40.733336,-73.957863,"224 Franklin Street, Brooklyn, NY 11222","11222","Open",,"Yes","No","Daily: 2pm-8pm (unless it's raining)
","2020-06-30T17:02:40.000Z","2020-05-02T21:24:41.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission Update","
","
",,,"Backyard/Open Space",,,
"The UPS Store",378,"(718) 218-6440",,"https://locations.theupsstore.com/ny/brooklyn/144-n-7th-st?utm_source=Yext&utm_medium=organic&utm_campaign=Listings","North Williamsburg","Shipping Services/Post Office","14",40.718196,-73.958621,"144 N 7th St, Brooklyn, NY 11211","11211",,,,,,"2020-04-29T03:57:08.000Z","2020-04-29T03:55:23.000Z",,,,,,,,,,
"The Woods",379,"(718) 782-4955","thewoodsbar@gmail.com","https://www.thewoodsbk.com/","South Williamsburg","Bar","28",40.71254,-73.96641,"48 South 4th St., Brooklyn, NY 11249","11249","Closed",,,,,"2020-05-13T20:32:42.000Z","2020-05-03T04:21:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Will have to call/email, not clear online what current status is -AR 8/25/20
",,,,,"Temporary",
"Three-P Drugs",380,"(718) 302-4850",,,"East Williamsburg","Pharmacy","22",40.701104,-73.941093,"791 Flushing Ave, Brooklyn, NY 11206","11206","No Answer",,,,,"2020-04-30T20:17:13.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Tikka Indian Grill",381,"(718) 768-2262",,"https://www.instagram.com/tikkaindiangrill/","South Williamsburg","Restaurant","27",40.714434,-73.960749,"185 Grand Street","11211","Open",,"Yes","Yes","Mon-Thurs: 12pm-11pm/Fri-Sat: 12pm-12am/Sun: 12pm-10pm
","2020-10-05T19:20:51.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Donation Link Last Checked 10/5/20 -AR
","https://www.gofundme.com/f/tikka-indian-grill-relief-fund","Indian","Street Seating",,,
"Tiv-Tov Stores Inc. ",382,"718-388-9077","None","None","South Williamsburg","Hardware Store","36",40.704111,-73.957885,"125 Lee Avenue, Brooklyn NY ","11211","Open","None","No","No","Sun-Thurs: 11am-4pm / Fri: 11am-4pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Tony's Hardware ",383,"718-497-3326",,,"South Williamsburg","Hardware Store","22",40.703525,-73.93128,"998 Flushing Avenue, Brooklyn NY ","11206","No Answer",,,,,"2020-05-01T17:05:27.000Z","2020-04-29T00:34:13.000Z",,,,"Called number but message said it has been disconnected
",,,,,,
"Torst ",384,"718-389-6034","info@torstnyc.com","https://www.instagram.com/torst_nyc","Greenpoint","Bar","12",40.723393,-73.950839,"615 Manhattan Ave., Brooklyn, NY 11222","11222","Open",,"Yes",,"Thu-Sun: 12pm-8pm
","2020-10-07T21:41:38.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Order here: <https://torstnyc.myshopify.com/>
",,,"American","Street Seating",,,
"Troost",385,"347-889-6761","troostnyc@gmail.com","https://www.instagram.com/troostnyc/?hl=en","Greenpoint","Bar","2",40.733463,-73.955035,"1011 Manhattan Avenue","11222","Open",,"Yes","No","Daily: 4pm-10pm
","2020-10-14T22:54:08.000Z","2020-05-03T01:53:25.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
","Donation link last checked 10/14/20
","https://www.gofundme.com/f/fund-to-support-the-troost-staff",,"Backyard/Open Space","No",,
"Tuffet",386,"(718) 388-7434","contact@tuffetnyc.com","https://www.instagram.com/tuffetbar/","East Williamsburg","Bar","20",40.712127,-73.943749,"286 Graham Avenue","11211","Open",,"Yes","No","Mon-Thu: 3pm-11pm / Fri: 3pm-12am / Sat: 1pm-12am / Sun: 1pm-11pm
","2020-10-12T23:57:43.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Business Instagram","Taking garden reservations for parties over 4. Contact@tuffetnyc.com
","
",,"Pizzeria,Cheese Shop","Backyard/Open Space","Yes",,
"Turkey's Nest Tavern",387,"(718) 384-9774","None","https://www.instagram.com/turkeysnesttavern/","North Williamsburg","Bar","12",40.720615,-73.955025,"94 Bedford Ave, Brooklyn, NY 11249","11249","Open",,"Yes","No",,"2020-10-07T21:41:11.000Z","2020-04-29T01:52:36.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Open for to-go drinks, 1 person at a time.
","Donation link last checked 9/7/20
","https://www.spotfund.com/story/9715a756-1540-4ad3-8ea7-85d1c43384e4",,"Street Seating",,,
